rnbqkbnr/1pppppp1/8/p6p/5P1P/N7/PPPPP1P1/R1BQKBNR b KQkq - 1 3
7k/4P3/3p3p/3P4/pp3P2/1P5P/P1p5/R1K5 w - - 0 33
r1k5/p4p1p/1pn1p1b1/6B1/2pP4/2P5/P4P1P/1K1RR3 w - - 0 20
r3k2r/pp4pp/5n2/4p3/3p1P2/6P1/PP1PP2P/R1BQKB1R b KQkq f4 0 9
r4bnr/p1p1pp1p/n5p1/8/5P2/4P3/PP1P2PP/RNB1KBNR b KQkq - 0 6
r1bqkbnr/p1pppp2/2n3pp/1p1Q4/4P3/P6P/1PPP1PP1/RNB1KBNR b KQkq - 1 5
rnbqkb1r/p1pppppp/1p6/8/5n2/N2P4/PPP1PPPP/R1BQKBNR w kq - 4 5
1r1qk1nr/p1p4p/5pp1/1pPp4/PP4Q1/3bP3/3K1PPP/RNB2B1R b k - 0 15
1n4k1/1p3p2/1Q4p1/2p4p/3P1P2/8/P1b3P1/R1K1r1NR w - - 41 47
r2qkb1r/1p1b4/4p1p1/3pPpPp/P7/2N1Q3/1PP2P1P/R3K1NR b KQkq - 1 12
r1bq1rk1/pppp1ppp/n4n2/2bPp1B1/8/2P1PN2/PP3PPP/RN1QKB1R w KQ - 1 8
rnbqkbnr/1ppp1ppp/4p3/p7/P7/1P4P1/2PPPP1P/RNBQKBNR b KQkq - 0 3
r1b1k2r/p1N4p/3bp3/1p6/8/P5PB/1PPp4/R5K1 b kq - 1 20
r1bqkb2/pp5r/n1p3p1/2P1ppNp/1P1P1P2/4n2P/P1Q1B1P1/RNB2RK1 w q - 1 13
rnbqk1nr/1ppp1p1p/4p3/p5p1/1b1PPPP1/2N5/PPP4P/R1BQKBNR b KQkq - 0 6
rnbqkbnr/pppppp2/6pp/8/8/1P1P1N2/P1P1PPPP/RNBQKB1R b KQkq - 0 3
r3k3/2p5/5p2/pN1pp3/3P2b1/4P3/P7/R1K5 w q - 0 21
r3k2r/pp4pp/5p2/7P/3pP3/3n1P2/PP4P1/3qB1KR b kq - 2 20
3r4/2K4k/p4P2/P7/8/8/8/8 b - - 12 57
2kr3r/1pq3pp/4pp2/p2p4/3P4/5PPP/PPP1N3/R2Q1RK1 w - - 0 14
r1b3nr/pp2k1pp/5p2/qB1pp3/P2PP3/5P1N/6PP/R4K1R w - - 0 13
rn2k1nr/p1B3p1/bpp2p2/3p4/Q1PP4/1P3N2/P3PP1P/R3K2R b KQ - 0 14
rn2kbnr/1pp3p1/p4p2/3pp1Bp/1P1PP1b1/N1P2P2/P5P1/1R1QKBNR b Kkq - 0 9
r1k5/p3p2p/bpp5/3p4/8/2NP4/PPP3PP/R3KB1R w KQ - 0 14
rnbqk1nr/ppppbppp/8/4p3/8/2N1PN2/PPPP1PPP/R1BQKB1R b KQkq - 3 3
r3k2r/1p1b3p/3B1pp1/p2pp3/Pn1PP3/1PP2P1P/4Nb2/RN1Q1K1R b kq a4 0 18
5k2/5P2/3p2b1/3P2P1/8/8/6K1/5n2 w - - 43 66
5k2/R1n5/1pp1B2p/8/7b/7P/5P2/7K b - - 1 29
6k1/7K/8/2p5/2P5/8/4q3/8 w - - 48 66
2kr3r/pb2b2p/4p3/4P1p1/2pP4/2P2N2/1P3P1P/R1B1K2R b KQ - 0 17
1k1r3R/pp4p1/n4p2/1B1pp3/P2P4/1Pp1PP2/2P5/R1B1K3 b - - 0 18
r4knr/pp3p2/4p1pp/2p5/4P3/6P1/PPPP1P1P/RNB1K1NR b KQ - 0 9
r1bqkb2/pp1pp3/2n2pp1/2p5/4P2P/8/PPPP1PP1/RNBQKB1R w KQq - 0 6
rnb1kbnr/pp1pp1pp/1q3p2/2p5/3P4/2P3P1/PP2PP1P/RNBQKBNR w KQkq - 1 4
6Q1/4R2p/7P/8/8/6k1/8/1K6 b - - 2 71
rnbqkbnr/1pppp1pp/8/p4p2/2PP4/6P1/PP2PP1P/RNBQKBNR b KQkq d4 0 3
8/8/8/8/p5K1/P4kq1/4Q3/8 b - - 11 45
r2qkbnr/pp2p3/5ppp/1Ppp4/P2nP3/2N4Q/2PP2PP/R1B1KBNR b KQkq - 1 9
8/4R3/5k1p/7K/6pP/p5P1/P7/8 b - - 42 60
8/8/8/3p3p/3P3P/1p4Qk/1P4p1/6K1 b - - 9 68
rn2k3/pbp2p1p/4p3/1p1p4/4PPq1/3P2P1/PP5P/RN1QKBNR w KQq - 1 10
1k1r1b1r/1p5p/p7/3pp3/3PP1B1/P7/1PP3P1/RN2K3 w Q - 2 13
